Country,Year,Age,AgeTo,Schooling,Primary,Primary,Secondary,Secondary,Tertiary,Tertiary,Avg. Years,Avg. Years Primary, Avg. Years Secondary,Avg. Years Tertiary,Populaition,Region 
,2005,60,64,70.4,29.2,13.1,0.3,0.2,0.1,0.1,1.32,1.29,0.02,0.00,31,Sub-Saharan Africa
,2005,65,69,70.4,29.2,12.4,0.3,0.2,0.1,0.1,1.30,1.27,0.02,0.00,24,Sub-Saharan Africa
,2005,70,74,69.3,30.4,12.9,0.2,0.1,0.1,0.1,1.34,1.32,0.02,0.00,17,Sub-Saharan Africa
,2005,75,+,70.2,29.5,12.5,0.2,0.1,0.1,0.0,1.29,1.27,0.01,0.00,17,Sub-Saharan Africa
,2005,25,+,61.4,32.2,17.9,5.8,3.2,0.6,0.4,2.33,1.96,0.35,0.02,601,Sub-Saharan Africa
,2005,15,+,50.9,39.6,24.8,8.7,4.6,0.8,0.4,3.08,2.57,0.49,0.02,894,Sub-Saharan Africa
,,,,,,,,,,,,,,,,
,2010,15,19,3.1,78.9,74.0,17.0,6.0,1.0,0.2,6.44,5.67,0.75,0.02,178,Sub-Saharan Africa
,2010,20,24,14.9,64.8,56.0,19.4,12.7,0.9,0.4,5.88,4.84,1.02,0.03,154,Sub-Saharan Africa
,2010,25,29,44.5,40.7,30.8,13.3,8.3,1.6,1.0,3.83,3.04,0.74,0.05,135,Sub-Saharan Africa
,2010,30,34,53.1,35.5,26.7,10.6,6.4,0.7,0.5,3.13,2.55,0.55,0.02,119,Sub-Saharan Africa
,2010,35,39,55.4,34.1,22.5,9.5,5.4,1.0,0.7,2.87,2.33,0.51,0.03,99,Sub-Saharan Africa
,2010,40,44,57.4,33.3,21.8,8.6,4.9,0.7,0.5,3.15,2.58,0.54,0.02,81,Sub-Saharan Africa
,2010,45,49,65.2,30.8,17.7,3.4,1.9,0.6,0.4,2.23,1.98,0.24,0.02,66,Sub-Saharan Africa
,2010,50,54,65.2,30.8,17.5,3.4,1.9,0.6,0.4,1.95,1.69,0.24,0.02,53,Sub-Saharan Africa
,2010,55,59,70.2,28.6,15.6,1.0,0.5,0.2,0.1,1.48,1.40,0.07,0.01,41,Sub-Saharan Africa
,2010,60,64,70.2,28.6,15.0,1.0,0.5,0.2,0.1,1.46,1.38,0.07,0.01,35,Sub-Saharan Africa
,2010,65,69,70.4,29.2,14.6,0.3,0.2,0.1,0.1,1.36,1.34,0.02,0.00,27,Sub-Saharan Africa
,2010,70,74,70.3,29.2,14.5,0.3,0.2,0.1,0.1,1.37,1.34,0.03,0.00,19,Sub-Saharan Africa
,2010,75,+,69.8,30.0,14.8,0.2,0.1,0.1,0.0,1.38,1.36,0.02,0.00,20,Sub-Saharan Africa
,2010,25,+,57.8,33.9,22.1,7.5,4.3,0.8,0.5,2.72,2.25,0.44,0.03,695,Sub-Saharan Africa
,2010,15,+,41.9,46.4,33.9,10.9,6.0,0.9,0.5,3.81,3.19,0.60,0.03,1027,Sub-Saharan Africa
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Mauritius,1950,15,19,53.8,37.6,7.6,8.6,5.3,0.0,0.0,2.34,1.87,0.47,0.00,26,Sub-Saharan Africa
,1950,20,24,57.4,36.6,6.7,5.9,4.3,0.0,0.0,2.00,1.65,0.35,0.00,21,Sub-Saharan Africa
,1950,25,29,61.3,33.6,8.5,5.0,3.9,0.1,0.0,1.88,1.57,0.31,0.00,18,Sub-Saharan Africa
,1950,30,34,61.3,33.6,8.5,5.0,3.9,0.1,0.0,1.88,1.57,0.31,0.00,15,Sub-Saharan Africa
,1950,35,39,63.9,30.5,9.0,5.5,4.3,0.1,0.0,1.87,1.52,0.34,0.00,13,Sub-Saharan Africa
,1950,40,44,63.9,30.5,9.0,5.5,4.3,0.1,0.0,1.87,1.52,0.34,0.00,10,Sub-Saharan Africa
,1950,45,49,68.2,26.1,6.6,5.6,4.4,0.1,0.0,1.68,1.32,0.35,0.00,9,Sub-Saharan Africa
,1950,50,54,68.2,26.1,6.6,5.6,4.4,0.1,0.0,1.68,1.32,0.35,0.00,7,Sub-Saharan Africa
,1950,55,59,69.4,25.1,6.7,5.5,4.3,0.1,0.0,1.63,1.29,0.34,0.00,6,Sub-Saharan Africa
,1950,60,64,69.4,25.1,6.7,5.5,4.2,0.1,0.0,1.63,1.29,0.34,0.00,4,Sub-Saharan Africa
,1950,65,69,63.5,29.0,7.7,7.5,6.0,0.0,0.0,2.02,1.55,0.46,0.00,3,Sub-Saharan Africa
,1950,70,74,63.5,29.0,9.9,7.5,6.0,0.0,0.0,2.08,1.62,0.46,0.00,2,Sub-Saharan Africa
,1950,75,+,63.5,29.0,12.8,7.5,5.6,0.0,0.0,2.15,1.70,0.45,0.00,2,Sub-Saharan Africa
,1950,25,+,64.3,30.0,8.2,5.5,4.3,0.1,0.0,1.83,1.48,0.34,0.00,89,Sub-Saharan Africa
,1950,15,+,61.2,32.6,8.0,6.2,4.5,0.1,0.0,1.96,1.59,0.37,0.00,136,Sub-Saharan Africa
,,,,,,,,,,,,,,,,
,1955,15,19,42.2,42.1,8.5,15.7,9.7,0.0,0.0,3.32,2.46,0.86,0.00,29,Sub-Saharan Africa
,1955,20,24,49.9,42.0,7.7,7.5,5.5,0.6,0.2,2.48,1.98,0.49,0.02,25,Sub-Saharan Africa
,1955,25,29,54.0,39.1,7.2,6.6,4.8,0.3,0.1,2.22,1.80,0.41,0.01,21,Sub-Saharan Africa
,1955,30,34,60.2,34.6,8.8,4.8,3.7,0.4,0.1,1.94,1.61,0.32,0.01,17,Sub-Saharan Africa
,1955,35,39,60.2,34.6,8.8,4.8,3.7,0.4,0.1,1.94,1.61,0.32,0.01,15,Sub-Saharan Africa
,1955,40,44,63.9,30.5,9.0,5.1,4.0,0.6,0.2,1.89,1.53,0.35,0.02,12,Sub-Saharan Africa
,1955,45,49,63.9,30.5,9.0,5.1,4.0,0.6,0.2,1.90,1.53,0.35,0.02,10,Sub-Saharan Africa
,1955,50,54,68.4,25.9,6.6,5.2,4.0,0.5,0.2,1.68,1.31,0.35,0.01,8,Sub-Saharan Africa
,1955,55,59,68.4,25.9,6.6,5.2,4.0,0.5,0.2,1.68,1.31,0.35,0.01,6,Sub-Saharan Africa
,1955,60,64,67.1,26.8,7.1,5.6,4.3,0.5,0.2,1.77,1.38,0.37,0.01,5,Sub-Saharan Africa
,1955,65,69,67.2,26.9,7.2,5.4,4.3,0.4,0.1,1.75,1.37,0.37,0.01,4,Sub-Saharan Africa
,1955,70,74,63.8,29.0,7.7,6.9,5.7,0.4,0.1,2.01,1.54,0.46,0.01,3,Sub-Saharan Africa
,1955,75,+,63.8,29.0,9.9,6.9,5.2,0.4,0.1,2.05,1.60,0.44,0.01,2,Sub-Saharan Africa
,1955,25,+,61.6,32.5,8.2,5.5,4.2,0.4,0.2,1.95,1.57,0.36,0.01,103,Sub-Saharan Africa
,1955,15,+,56.2,35.8,8.3,7.7,5.6,0.4,0.1,2.30,1.81,0.48,0.01,157,Sub-Saharan Africa
,,,,,,,,,,,,,,,,
,1960,15,19,28.5,46.9,12.4,24.6,15.0,0.0,0.0,4.59,3.26,1.34,0.00,34,Sub-Saharan Africa
,1960,20,24,42.9,42.4,8.8,14.5,10.5,0.0,0.0,3.26,2.41,0.85,0.00,28,Sub-Saharan Africa
,1960,25,29,49.9,42.0,7.7,7.5,5.5,0.6,0.3,2.48,1.98,0.49,0.02,24,Sub-Saharan Africa
,1960,30,34,49.9,42.0,7.7,7.5,5.5,0.6,0.2,2.48,1.98,0.49,0.02,20,Sub-Saharan Africa
,1960,35,39,58.8,35.9,9.1,4.6,3.6,0.7,0.3,2.02,1.67,0.33,0.02,17,Sub-Saharan Africa
,1960,40,44,58.8,35.9,9.1,4.6,3.6,0.7,0.3,2.02,1.67,0.33,0.02,14,Sub-Saharan Africa
,1960,45,49,63.8,30.4,9.0,4.6,3.6,1.2,0.2,1.92,1.53,0.36,0.03,11,Sub-Saharan Africa
,1960,50,54,63.8,30.4,9.0,4.6,3.5,1.2,0.2,1.92,1.53,0.36,0.03,9,Sub-Saharan Africa
,1960,55,59,68.6,25.7,6.5,4.6,3.5,1.0,0.3,1.68,1.30,0.35,0.03,7,Sub-Saharan Africa
,1960,60,64,68.6,25.7,6.5,4.6,3.5,1.0,0.3,1.68,1.30,0.35,0.03,6,Sub-Saharan Africa
,1960,65,69,64.3,29.0,7.7,5.8,4.6,0.9,0.3,1.95,1.50,0.42,0.02,4,Sub-Saharan Africa
,1960,70,74,64.3,29.0,7.7,5.8,4.6,0.9,0.2,1.95,1.50,0.42,0.02,3,Sub-Saharan Africa
,1960,75,+,64.3,29.0,7.7,5.8,4.3,0.9,0.2,1.93,1.50,0.41,0.02,3,Sub-Saharan Africa
,1960,25,+,58.7,34.8,8.2,5.6,4.2,0.8,0.3,2.09,1.67,0.39,0.02,118,Sub-Saharan Africa
,1960,15,+,50.0,38.8,9.2,10.7,7.7,0.5,0.2,2.79,2.11,0.67,0.01,180,Sub-Saharan Africa
,,,,,,,,,,,,,,,,
,1965,15,19,14.7,55.2,17.3,30.1,18.3,0.1,0.0,5.63,3.98,1.64,0.00,39,Sub-Saharan Africa
,1965,20,24,32.1,50.8,14.5,16.3,11.8,0.8,0.3,4.02,2.98,1.02,0.02,32,Sub-Saharan Africa
,1965,25,29,38.1,46.2,13.0,15.3,11.1,0.4,0.2,3.66,2.72,0.93,0.01,27,Sub-Saharan Africa
,1965,30,34,47.9,44.1,9.4,7.4,5.4,0.6,0.2,2.58,2.08,0.48,0.02,23,Sub-Saharan Africa
,1965,35,39,47.9,44.1,9.4,7.4,5.4,0.6,0.2,2.58,2.08,0.48,0.02,19,Sub-Saharan Africa
,1965,40,44,57.5,37.4,10.4,4.6,3.5,0.5,0.2,2.07,1.74,0.31,0.01,16,Sub-Saharan Africa
,1965,45,49,57.5,37.4,10.4,4.6,3.5,0.5,0.2,2.07,1.74,0.31,0.01,13,Sub-Saharan Africa
,1965,50,54,63.6,30.8,9.7,4.9,3.8,0.8,0.3,1.92,1.55,0.35,0.02,11,Sub-Saharan Africa
,1965,55,59,63.6,30.8,9.7,4.9,3.8,0.8,0.3,1.92,1.55,0.35,0.02,8,Sub-Saharan Africa
,1965,60,64,66.3,28.2,8.5,4.9,3.7,0.6,0.2,1.79,1.43,0.34,0.02,7,Sub-Saharan Africa
,1965,65,69,66.4,28.3,8.5,4.7,3.7,0.6,0.2,1.77,1.42,0.33,0.02,5,Sub-Saharan Africa
,1965,70,74,63.8,30.0,9.2,5.6,4.5,0.6,0.2,1.96,1.55,0.39,0.02,3,Sub-Saharan Africa
,1965,75,+,63.8,30.0,14.6,5.6,4.2,0.6,0.2,2.11,1.71,0.38,0.02,3,Sub-Saharan Africa
,1965,25,+,52.6,39.2,10.4,7.7,5.7,0.6,0.2,2.50,1.98,0.50,0.02,135,Sub-Saharan Africa
,1965,15,+,42.2,44.0,12.3,13.3,9.0,0.5,0.2,3.33,2.52,0.79,0.01,206,Sub-Saharan Africa
,,,,,,,,,,,,,,,,
,1970,15,19,10.0,56.8,24.8,33.0,20.2,0.3,0.0,6.27,4.45,1.82,0.01,44,Sub-Saharan Africa
,1970,20,24,18.0,58.2,23.6,23.4,17.0,0.5,0.2,5.32,3.89,1.42,0.01,37,Sub-Saharan Africa
,1970,25,29,32.1,50.7,16.0,16.3,11.8,0.8,0.4,4.07,3.03,1.01,0.02,31,Sub-Saharan Africa
,1970,30,34,32.1,50.7,16.0,16.3,11.8,0.8,0.4,4.06,3.03,1.01,0.02,25,Sub-Saharan Africa
,1970,35,39,45.5,46.7,10.6,7.3,5.3,0.5,0.2,2.67,2.19,0.47,0.01,22,Sub-Saharan Africa
,1970,40,44,45.5,46.7,10.6,7.3,5.3,0.5,0.2,2.67,2.19,0.47,0.01,19,Sub-Saharan Africa
,1970,45,49,55.9,39.3,11.3,4.5,3.5,0.3,0.1,2.11,1.81,0.30,0.01,15,Sub-Saharan Africa
,1970,50,54,55.9,39.3,11.3,4.5,3.5,0.3,0.1,2.11,1.81,0.30,0.01,13,Sub-Saharan Africa
,1970,55,59,63.4,31.2,11.3,5.2,4.0,0.2,0.1,1.94,1.60,0.33,0.01,10,Sub-Saharan Africa
,1970,60,64,63.4,31.2,12.2,5.2,4.0,0.2,0.1,1.96,1.63,0.33,0.01,8,Sub-Saharan Africa
,1970,65,69,63.4,31.2,12.8,5.2,4.1,0.2,0.1,1.99,1.65,0.34,0.01,6,Sub-Saharan Africa
,1970,70,74,63.4,31.2,14.2,5.2,4.1,0.2,0.1,2.03,1.69,0.34,0.01,4,Sub-Saharan Africa
,1970,75,+,63.4,31.2,16.0,5.2,3.9,0.2,0.1,2.07,1.74,0.33,0.01,3,Sub-Saharan Africa
,1970,25,+,48.0,42.6,12.3,9.0,6.7,0.5,0.2,2.80,2.22,0.57,0.01,156,Sub-Saharan Africa
,1970,15,+,35.0,48.4,16.2,16.1,11.5,0.5,0.2,3.92,2.93,0.98,0.01,237,Sub-Saharan Africa
,,,,,,,,,,,,,,,,
,1975,15,19,7.3,52.1,14.9,40.3,24.7,0.3,0.0,6.66,4.44,2.22,0.01,50,Sub-Saharan Africa
,1975,20,24,15.3,56.6,14.7,26.0,18.8,2.1,0.7,5.56,3.82,1.68,0.05,42,Sub-Saharan Africa
,1975,25,29,21.4,56.4,14.3,21.3,15.5,0.9,0.4,4.80,3.45,1.32,0.03,37,Sub-Saharan Africa
,1975,30,34,31.7,51.0,9.2,16.2,11.7,1.2,0.4,3.91,2.84,1.03,0.03,30,Sub-Saharan Africa
,1975,35,39,34.1,48.0,8.6,17.1,12.3,0.8,0.4,3.86,2.77,1.06,0.02,26,Sub-Saharan Africa
,1975,40,44,43.9,45.0,5.8,10.5,7.6,0.6,0.3,2.87,2.19,0.66,0.02,23,Sub-Saharan Africa
,1975,45,49,49.2,43.8,5.6,6.5,4.7,0.6,0.2,2.34,1.90,0.42,0.02,18,Sub-Saharan Africa
,1975,50,54,56.8,38.4,6.3,4.5,3.5,0.4,0.2,1.94,1.63,0.30,0.01,15,Sub-Saharan Africa
,1975,55,59,56.8,38.4,6.3,4.5,3.5,0.4,0.2,1.94,1.63,0.30,0.01,12,Sub-Saharan Africa
,1975,60,64,62.3,32.5,5.8,4.9,3.8,0.3,0.1,1.79,1.46,0.32,0.01,9,Sub-Saharan Africa
,1975,65,69,62.4,32.5,6.2,4.8,3.5,0.3,0.1,1.78,1.47,0.30,0.01,7,Sub-Saharan Africa
,1975,70,74,62.1,32.4,6.7,5.1,3.5,0.3,0.1,1.83,1.50,0.32,0.01,5,Sub-Saharan Africa
,1975,75,+,62.1,32.4,7.3,5.1,3.3,0.3,0.1,1.84,1.52,0.31,0.01,4,Sub-Saharan Africa
,1975,25,+,40.9,45.9,8.4,12.5,9.1,0.7,0.3,3.23,2.42,0.79,0.02,186,Sub-Saharan Africa
,1975,15,+,31.0,48.6,10.3,19.5,13.8,0.8,0.3,4.21,2.99,1.20,0.02,278,Sub-Saharan Africa
,,,,,,,,,,,,,,,,
,1980,15,19,4.5,42.9,9.9,52.3,34.7,0.3,0.0,7.73,4.74,2.98,0.01,54,Sub-Saharan Africa
,1980,20,24,12.6,57.7,12.2,26.6,20.9,3.1,1.0,5.81,3.88,1.85,0.08,49,Sub-Saharan Africa
,1980,25,29,15.3,56.6,10.6,26.0,18.8,2.1,0.8,5.44,3.70,1.68,0.06,43,Sub-Saharan Africa
,1980,30,34,25.5,54.2,10.0,18.8,13.7,1.5,0.5,4.40,3.14,1.21,0.04,36,Sub-Saharan Africa
,1980,35,39,31.2,51.2,6.2,16.0,11.5,1.6,0.5,3.87,2.78,1.05,0.04,29,Sub-Saharan Africa
,1980,40,44,36.6,44.6,5.4,18.0,13.0,0.9,0.4,3.77,2.63,1.12,0.03,24,Sub-Saharan Africa
,1980,45,49,41.9,43.0,3.6,14.4,10.5,0.7,0.3,3.23,2.30,0.90,0.02,20,Sub-Saharan Africa
,1980,50,54,53.7,40.2,3.4,5.5,4.0,0.7,0.3,2.07,1.68,0.37,0.02,16,Sub-Saharan Africa
,1980,55,59,57.8,37.2,4.0,4.4,3.4,0.6,0.2,1.86,1.53,0.31,0.02,15,Sub-Saharan Africa
,1980,60,64,57.8,37.2,4.0,4.4,3.4,0.6,0.2,1.86,1.53,0.31,0.02,12,Sub-Saharan Africa
,1980,65,69,61.0,34.1,3.9,4.4,3.4,0.5,0.2,1.76,1.43,0.31,0.01,9,Sub-Saharan Africa
,1980,70,74,60.9,34.0,4.4,4.6,3.4,0.5,0.2,1.79,1.46,0.31,0.01,6,Sub-Saharan Africa
,1980,75,+,60.7,33.9,5.2,4.9,3.3,0.5,0.2,1.83,1.50,0.32,0.01,7,Sub-Saharan Africa
,1980,25,+,36.7,47.0,6.5,15.1,11.1,1.2,0.5,3.60,2.58,0.98,0.03,217,Sub-Saharan Africa
,1980,15,+,27.6,47.9,7.9,23.2,16.9,1.4,0.4,4.65,3.15,1.46,0.04,320,Sub-Saharan Africa
,,,,,,,,,,,,,,,,
,1985,15,19,2.7,39.9,7.9,57.1,37.9,0.3,0.0,8.13,4.88,3.25,0.01,55,Sub-Saharan Africa
,1985,20,24,4.4,48.7,8.8,45.4,35.7,1.5,0.5,7.47,4.54,2.89,0.04,53,Sub-Saharan Africa
,1985,25,29,12.6,57.8,10.4,26.6,20.9,3.1,1.2,5.77,3.83,1.85,0.09,48,Sub-Saharan Africa
,1985,30,34,12.6,57.8,9.0,26.6,19.3,3.1,1.2,5.66,3.79,1.79,0.09,41,Sub-Saharan Africa
,1985,35,39,30.6,51.6,8.0,15.8,11.5,2.1,0.7,4.00,2.86,1.08,0.06,32,Sub-Saharan Africa
,1985,40,44,30.6,51.6,4.8,15.8,11.4,2.1,0.7,3.90,2.77,1.08,0.06,24,Sub-Saharan Africa
,1985,45,49,39.6,40.5,3.8,19.1,13.8,0.9,0.3,3.74,2.53,1.19,0.02,21,Sub-Saharan Africa
,1985,50,54,39.6,40.5,2.6,19.1,13.9,0.9,0.3,3.71,2.49,1.19,0.02,17,Sub-Saharan Africa
,1985,55,59,59.1,35.8,2.3,4.3,3.1,0.8,0.1,1.78,1.45,0.31,0.02,18,Sub-Saharan Africa
,1985,60,64,59.1,35.8,3.0,4.3,3.3,0.8,0.1,1.81,1.47,0.32,0.02,14,Sub-Saharan Africa
,1985,65,69,59.1,35.8,3.0,4.3,3.3,0.8,0.1,1.81,1.47,0.32,0.02,11,Sub-Saharan Africa
,1985,70,74,59.1,35.8,3.0,4.3,3.3,0.8,0.1,1.81,1.47,0.32,0.02,8,Sub-Saharan Africa
,1985,75,+,59.1,35.8,3.7,4.3,3.1,0.8,0.1,1.82,1.49,0.31,0.02,9,Sub-Saharan Africa
,1985,25,+,32.4,48.1,6.0,17.5,13.0,1.9,0.7,4.02,2.79,1.18,0.05,243,Sub-Saharan Africa
,1985,15,+,23.6,47.0,6.8,27.9,20.6,1.6,0.5,5.20,3.38,1.77,0.04,351,Sub-Saharan Africa
,,,,,,,,,,,,,,,,
,1990,15,19,1.6,34.7,4.3,63.5,46.9,0.2,0.0,8.79,4.99,3.80,0.00,48,Sub-Saharan Africa
,1990,20,24,2.6,38.5,5.3,57.9,45.4,1.0,0.4,8.50,4.85,3.62,0.03,50,Sub-Saharan Africa
,1990,25,29,5.6,48.7,8.1,44.3,34.8,1.4,0.6,7.30,4.45,2.82,0.04,52,Sub-Saharan Africa
,1990,30,34,5.6,48.7,8.1,44.3,34.8,1.4,0.6,7.30,4.45,2.82,0.04,46,Sub-Saharan Africa
,1990,35,39,18.3,56.6,8.0,24.0,17.4,1.2,0.5,4.98,3.45,1.50,0.03,40,Sub-Saharan Africa
,1990,40,44,18.3,56.6,8.0,24.0,17.4,1.2,0.4,4.98,3.45,1.50,0.03,30,Sub-Saharan Africa
,1990,45,49,39.2,46.7,3.8,13.6,9.8,0.5,0.3,3.21,2.36,0.84,0.01,23,Sub-Saharan Africa
,1990,50,54,39.2,46.7,3.8,13.6,9.8,0.5,0.2,3.21,2.36,0.84,0.01,20,Sub-Saharan Africa
,1990,55,59,50.5,43.5,2.4,5.9,4.3,0.2,0.1,2.11,1.74,0.36,0.01,16,Sub-Saharan Africa
,1990,60,64,50.5,43.5,2.4,5.9,4.3,0.2,0.1,2.11,1.74,0.36,0.01,16,Sub-Saharan Africa
,1990,65,69,61.0,34.8,2.5,4.0,3.1,0.1,0.0,1.62,1.37,0.25,0.00,13,Sub-Saharan Africa
,1990,70,74,61.0,34.8,2.5,4.0,3.1,0.1,0.0,1.62,1.37,0.25,0.00,8,Sub-Saharan Africa
,1990,75,+,61.0,34.8,2.5,4.0,3.1,0.1,0.0,1.62,1.37,0.25,0.00,11,Sub-Saharan Africa
,1990,25,+,25.8,48.2,6.1,25.1,19.2,0.9,0.4,4.80,3.19,1.58,0.03,275,Sub-Saharan Africa
,1990,15,+,19.5,45.1,5.6,34.5,26.0,0.8,0.3,5.80,3.64,2.13,0.02,373,Sub-Saharan Africa
,,,,,,,,,,,,,,,,
,1995,15,19,0.1,35.1,8.7,63.9,37.2,0.9,0.1,8.69,5.20,3.47,0.02,56,Sub-Saharan Africa
,1995,20,24,1.7,42.1,9.5,53.0,36.6,3.2,1.0,8.28,4.92,3.28,0.08,47,Sub-Saharan Africa
,1995,25,29,2.6,41.7,8.7,54.3,35.4,1.4,0.6,8.03,4.85,3.14,0.04,49,Sub-Saharan Africa
,1995,30,34,5.7,50.4,10.9,42.4,28.2,1.5,0.6,7.03,4.48,2.51,0.04,51,Sub-Saharan Africa
,1995,35,39,5.7,50.4,10.9,42.4,28.2,1.5,0.6,7.03,4.48,2.51,0.04,45,Sub-Saharan Africa
,1995,40,44,18.7,57.3,9.9,22.8,14.4,1.3,0.5,4.84,3.46,1.35,0.04,39,Sub-Saharan Africa
,1995,45,49,18.7,57.3,9.9,22.8,14.4,1.3,0.4,4.84,3.46,1.35,0.03,30,Sub-Saharan Africa
,1995,50,54,39.8,46.7,4.8,13.0,8.3,0.5,0.3,3.13,2.36,0.76,0.02,22,Sub-Saharan Africa
,1995,55,59,39.8,46.7,4.8,13.0,8.3,0.5,0.2,3.13,2.36,0.76,0.01,19,Sub-Saharan Africa
,1995,60,64,51.0,43.0,2.7,5.8,3.8,0.2,0.1,2.08,1.73,0.34,0.01,15,Sub-Saharan Africa
,1995,65,69,51.2,43.1,2.7,5.6,3.6,0.2,0.1,2.05,1.72,0.33,0.01,15,Sub-Saharan Africa
,1995,70,74,37.0,34.1,6.9,28.4,18.2,0.5,0.2,4.59,2.96,1.62,0.01,11,Sub-Saharan Africa
,1995,75,+,37.0,34.1,8.6,28.4,17.9,0.5,0.2,4.63,3.02,1.60,0.01,13,Sub-Saharan Africa
,1995,25,+,19.5,48.1,8.5,31.4,20.3,1.1,0.5,5.51,3.65,1.83,0.03,309,Sub-Saharan Africa
,1995,15,+,14.8,45.6,8.8,38.3,24.6,1.3,0.5,6.27,4.01,2.22,0.04,412,Sub-Saharan Africa
,,,,,,,,,,,,,,,,
,2000,15,19,0.7,26.0,8.1,72.9,25.3,0.0,0.0,8.60,5.40,3.20,0.00,51,Sub-Saharan Africa
,2000,20,24,1.1,35.3,9.4,61.2,33.9,2.0,0.6,8.51,5.13,3.33,0.05,55,Sub-Saharan Africa
,2000,25,29,1.7,41.9,10.9,52.8,26.1,3.2,1.3,7.88,4.94,2.85,0.09,47,Sub-Saharan Africa
,2000,30,34,2.7,45.4,10.9,49.6,22.8,1.8,0.7,7.35,4.78,2.53,0.05,49,Sub-Saharan Africa
,2000,35,39,5.8,52.2,12.5,40.0,19.6,1.7,0.7,6.59,4.44,2.10,0.05,51,Sub-Saharan Africa
,2000,40,44,5.8,52.2,12.5,40.0,19.6,1.7,0.7,6.59,4.44,2.10,0.05,45,Sub-Saharan Africa
,2000,45,49,19.0,57.9,10.9,21.3,10.6,1.3,0.5,4.61,3.42,1.16,0.04,39,Sub-Saharan Africa
,2000,50,54,19.0,57.9,10.9,21.3,10.6,1.3,0.4,4.61,3.42,1.16,0.04,29,Sub-Saharan Africa
,2000,55,59,40.4,46.8,5.3,12.3,6.3,0.5,0.2,3.00,2.33,0.65,0.01,21,Sub-Saharan Africa
,2000,60,64,40.4,46.8,5.3,12.3,6.3,0.5,0.2,3.00,2.33,0.65,0.01,18,Sub-Saharan Africa
,2000,65,69,51.7,42.4,2.8,5.7,3.1,0.2,0.1,2.02,1.71,0.31,0.01,14,Sub-Saharan Africa
,2000,70,74,51.7,42.4,2.8,5.7,3.1,0.2,0.1,2.02,1.71,0.31,0.00,12,Sub-Saharan Africa
,2000,75,+,7.5,31.5,8.2,60.0,26.8,1.0,0.4,7.81,4.85,2.94,0.03,17,Sub-Saharan Africa
,2000,25,+,17.6,48.9,9.7,32.0,15.6,1.5,0.6,5.50,3.77,1.69,0.04,342,Sub-Saharan Africa
,2000,15,+,13.6,44.4,9.5,40.1,18.9,1.4,0.5,6.20,4.11,2.06,0.04,448,Sub-Saharan Africa
,,,,,,,,,,,,,,,,
,2005,15,19,1.1,11.8,3.6,84.9,48.7,2.2,0.0,10.38,5.69,4.65,0.04,47,Sub-Saharan Africa
,2005,20,24,0.5,23.0,6.4,64.9,44.1,11.6,3.6,10.29,5.47,4.52,0.30,51,Sub-Saharan Africa
,2005,25,29,0.9,32.2,8.6,62.3,40.3,4.6,1.8,9.17,5.24,3.80,0.13,55,Sub-Saharan Africa
,2005,30,34,1.4,38.1,9.9,56.4,34.2,4.1,1.7,8.54,5.07,3.35,0.12,47,Sub-Saharan Africa
,2005,35,39,2.3,42.2,10.2,53.1,30.9,2.4,1.0,7.97,4.90,3.00,0.07,49,Sub-Saharan Africa
,2005,40,44,4.6,47.6,11.4,46.0,28.1,1.9,0.7,7.33,4.64,2.63,0.05,50,Sub-Saharan Africa
,2005,45,49,5.7,51.7,12.4,40.5,24.6,2.1,0.8,6.88,4.48,2.34,0.06,44,Sub-Saharan Africa
,2005,50,54,15.9,57.2,10.7,25.3,15.1,1.6,0.6,5.17,3.65,1.48,0.04,38,Sub-Saharan Africa
,2005,55,59,19.9,56.9,10.7,21.9,12.9,1.3,0.4,4.71,3.42,1.26,0.03,28,Sub-Saharan Africa
,2005,60,64,40.3,46.4,5.2,12.8,7.6,0.5,0.3,3.09,2.35,0.72,0.01,20,Sub-Saharan Africa
,2005,65,69,40.6,46.6,5.3,12.4,7.3,0.5,0.2,3.04,2.33,0.70,0.01,16,Sub-Saharan Africa
,2005,70,74,46.6,44.1,3.0,9.1,5.5,0.3,0.2,2.49,1.97,0.51,0.01,12,Sub-Saharan Africa
,2005,75,+,32.0,40.0,7.2,27.5,15.4,0.6,0.2,4.59,3.10,1.48,0.02,20,Sub-Saharan Africa
,2005,25,+,11.9,45.0,9.8,40.8,24.6,2.3,0.9,6.66,4.23,2.37,0.07,379,Sub-Saharan Africa
,2005,15,+,9.6,39.4,9.1,47.7,29.0,3.3,1.2,7.43,4.51,2.82,0.09,477,Sub-Saharan Africa
,,,,,,,,,,,,,,,,
,2010,15,19,0.2,2.9,0.9,96.8,80.7,0.0,0.0,12.06,5.93,6.14,0.00,53,Sub-Saharan Africa
,2010,20,24,0.4,10.8,3.1,82.3,70.0,6.5,2.0,11.64,5.75,5.72,0.17,47,Sub-Saharan Africa
,2010,25,29,0.5,23.0,6.4,64.9,53.3,11.6,4.6,10.68,5.47,4.89,0.32,50,Sub-Saharan Africa
,2010,30,34,0.7,28.2,7.5,63.3,49.6,7.8,3.1,9.98,5.34,4.43,0.22,55,Sub-Saharan Africa
,2010,35,39,1.0,33.3,8.7,60.5,46.4,5.3,2.1,9.39,5.20,4.04,0.15,46,Sub-Saharan Africa
